State,Commodity,Year,Month,Market,Current_Month price,Prev_Month price,Current_Month arrivals,Prev_Month arrivals,Rainfall_mm,Diesel_Price_Rs_per_Litre,Irrigation_Water_Usage_MCM,Area,Production,Yield,msp,Temperature
Maharashtra,Wheat,2022,April,Ahmednagar APMC,2234.24,2149.69,433.0,384.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akhadabalapur APMC,1963.16,1800.0,19.0,8.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akkalkot APMC,2465.397004016676,2388.1733880707816,80.02185207505246,70.18362035378023,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akkalkuwa APMC,2214.186193691217,2147.0126662462776,210.5392908685401,205.92186689944893,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akluj APMC,2222.821868515074,2155.302857147159,78.19643335066803,68.28518333915551,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Akola APMC,2486.75,2182.73,936.0,263.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Amalner APMC,2262.62,2271.32,3125.0,6716.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Amarawati APMC,2216.07,2138.05,2335.0,960.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ambad (Vadigodri) APMC,2229.79,2174.61,19.0,145.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ambejaogai APMC,2450.0,2380.0,1.0,2.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Anajngaon APMC,2019.19,2016.67,99.0,24.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ashti APMC,2150.0,2092.1483486223083,75.0,69.15647472382538,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ashti(Jalna) APMC,2500.0,2433.33,4.0,3.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ashti(Karanja) APMC,2101.51,2047.37,620.0,904.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Aurad Shahajani APMC,2117.14,1976.91,7.0,11.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ausa APMC,2264.1,2425.33,30.0,6.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Babhulgaon APMC,2114.81,2133.33,54.0,18.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Balapur APMC,2218.52,2057.69,54.0,39.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Baramati APMC,2209.47,2192.56,759.0,602.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Barshi APMC,2778.07,2286.83,123.0,12.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Barshi(Vairag) APMC,2114.08,2198.4,36.0,15.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Beed APMC,2281.02,2187.2,128.0,186.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhandara APMC,1870.88,1845.67,85.0,30.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhiwapur APMC,1992.5,1985.0,24.0,5.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokar APMC,1978.47,1949.0,53.0,66.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokardan APMC,2100.0,1976.0,59.0,75.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhokardan(Pimpalgaon Renu) APMC,2107.95,2038.54,44.0,48.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bhusaval APMC,2190.0,2128.5459557529293,5.0,1.082551381585068,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Bori APMC,1775.0,1700.0,1.0,13.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Buldhana(Dhad) APMC,2237.0909941328155,2169.001123672078,81.84727079943693,72.08205736840499,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chakur APMC,2071.0,2017.0,3.0,3.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chalisgaon APMC,2054.75,2033.19,138.0,304.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chandur Bazar APMC,2082.47,1998.17,611.0,145.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chandur Railway APMC,1997.5,1800.0,12.0,1.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chattrapati Sambhajinagar APMC,2187.65,2235.53,557.0,939.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chikali APMC,2001.34,1886.16,307.0,237.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Chopada APMC,2126.68,2162.57,220.0,387.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Daryapur APMC,2077.322448416089,2015.6243730458648,134.78441380658572,127.13673079252234,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Deoulgaon Raja APMC,2149.49,2053.26,99.0,92.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Devala APMC,2080.34,2073.89,29.0,27.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dhamngaon-Railway APMC,2074.2403172826575,2012.6655474764827,941.6194899845092,966.245891256656,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dharangaon APMC,2129.15,2183.9,172.0,333.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dharmabad APMC,2094.399737955402,2032.018458422888,77.2837239884758,67.33596483184313,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dhule APMC,2087.58,2154.15,304.0,2580.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Digras APMC,2251.0,2176.303223734025,25.0,17.468618594617112,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dondaicha APMC,2213.87,2184.15,3776.0,4000.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dondaicha(Sindhkheda) APMC,2139.7470191685843,2075.5515494390806,163.07840403454458,156.56250451920576,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dound APMC,2201.77,2074.55,113.0,122.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Dudhani APMC,2351.2439990747457,2278.5872558714295,80.02185207505246,70.18362035378023,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Gangakhed APMC,2125.98,2104.48,127.0,134.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Gangapur APMC,2221.79,2219.77,28.0,124.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Gevrai APMC,2277.52,2119.7,218.0,216.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ghansawangi APMC,2322.06,2131.58,34.0,19.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Hinganghat APMC,2084.73,2088.07,1409.0,1249.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Hingoli APMC,2308.72,1996.87,47.0,52.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Hingoli(Kanegoan Naka) APMC,1889.15,1904.13,295.0,281.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Indapur APMC,2256.73,2042.77,75.0,83.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Indapur(Bhigwan) APMC,2151.0,2092.981565207573,24.0,16.43486147203295,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Indapur(Nimgaon Ketki) APMC,2000.0,1967.16586083263,2.0,-6.307795224818689,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jafrabad APMC,2037.5,1976.71,72.0,73.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jalana APMC,2427.13,2236.48,2218.0,2286.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jalgaon APMC,2031.25,2090.28,12.0,18.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jalgaon Jamod(Aasalgaon) APMC,2065.8614867199194,2004.62192537305,114.70480783835684,106.25392363165022,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jalgaon(Masawat) APMC,2175.03,2118.9,39.0,82.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jamkhed APMC,2022.52,1914.52,161.0,93.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jawala-Bajar APMC,1806.1,1771.21,41.0,33.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Jintur APMC,1700.0,1742.7259545670668,2.0,-2.008094660671952,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kada APMC,2034.48,1936.0,29.0,50.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kaij APMC,2119.77,2179.68,48.0,25.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kalamb (Dharashiv) APMC,2440.31,2093.53,108.0,74.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kalamb APMC,1928.57,1907.649200147185,7.0,-1.139009611897861,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kalmeshwar APMC,1839.03,1969.55,60.0,11.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kalvan APMC,2121.57,2036.57,7.0,7.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kandhar APMC,1607.17082155814,1520.0,48.15197643675719,40.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kannad APMC,2233.14,2194.41,105.0,175.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Karanja APMC,2153.41,2108.36,4980.0,3309.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Karjat(Raigad) APMC,2175.0,1966.4,183.0,125.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Karmala APMC,2253.05,2041.59,43.0,34.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Katol APMC,2007.06,2015.61,468.0,367.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Khamgaon APMC,2063.4,2048.02,455.0,466.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kille Dharur APMC,2360.35,2175.73,34.0,26.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kopargaon APMC,2229.71,2148.13,577.0,269.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kurdwadi APMC,2241.6707622622152,2157.0,21.328900195835963,3.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Kurdwadi(Modnimb) APMC,2293.75,2294.44,32.0,27.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lakhandur APMC,1911.59,1892.04,41.0,27.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lasalgaon APMC,2281.83,2240.23,638.0,480.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lasalgaon(Niphad) APMC,2190.69,2171.89,290.0,171.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lasalgaon(Vinchur) APMC,2269.8391843555696,2214.74,450.8138787440405,238.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lasur Station APMC,2160.4,2209.73,1394.0,2030.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Latur APMC,2518.195642286861,2456.88,1077.600533486011,596.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Latur(Murud) APMC,2335.6278679986895,2263.595872986558,268.03998068665,265.72263286012816,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Loha APMC,2204.37,1995.3,19.0,23.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Lonar APMC,2132.23,2061.47,94.0,252.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Majalgaon APMC,2486.54,2198.63,89.0,92.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Malegaon APMC,2219.2,2161.76,651.0,735.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Malegaon(Vashim) APMC,2089.2114838807915,2027.0377687144276,174.94362574304347,168.90234511426655,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Malkapur APMC,2145.44,2085.91,1551.0,934.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mandhal APMC,4235.67,3652.7904957614664,89.0,78.41211215221892,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mangal Wedha APMC,2585.45,2642.61,44.0,23.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mangrulpeer APMC,2123.52,2147.93,162.0,241.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Manmad APMC,2091.43,2111.32,75.0,87.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Manora APMC,2101.9,2247.24,191.0,82.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mantha APMC,2137.88,2060.0,33.0,50.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Manwat APMC,2365.0,2384.63,40.0,19.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mauda APMC,1897.69,1905.0,52.0,3.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mehekar APMC,2548.41,1889.58,251.0,96.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mohol APMC,2100.0,2053.6939010965925,1.0,-3.652211902261807,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Morshi APMC,2052.92,1937.55,475.0,293.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Mumbai APMC,2714.74,2750.0,18624.0,19359.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Murtizapur APMC,2168.22,2126.61,1053.0,703.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Murum APMC,2096.25,2071.08,8.0,13.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nagpur APMC,2371.32,2378.24,5443.0,5685.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nampur APMC,2039.0355305585656,1978.8691843062024,76.3710146262836,66.38674632453076,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nanded APMC,2215.71,2118.69,42.0,42.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nandgaon APMC,2419.91,2265.76,128.0,99.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nandgaon Khandeshwar APMC,2087.5106041071567,2025.4049353446571,184.98342872715787,179.3437486947026,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nandura APMC,2576.17,2433.0592838621887,71.0,73.9879794646063,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nandurbar APMC,2187.74,2195.71,2173.0,2133.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Navapur APMC,1875.0,1863.0137876745644,161.0,158.0595872660636,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Newasa APMC,2250.0,2500.0,11.0,3.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Nira(Saswad) APMC,2374.24,2341.86,33.0,43.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pachora APMC,2054.3548638217726,1993.5756432473552,247.04766535622895,243.8906071919437,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Paithan APMC,2239.94,2162.29,241.0,115.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Palghar APMC,2710.61,2544.13,90.0,126.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pandharpur APMC,2225.6756936386228,2158.042510452143,77.2837239884758,67.33596483184313,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Parali Vaijyanath APMC,2167.991347539805,2100.0,10.80332454883949,1.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Paranda APMC,2322.31,2242.86,13.0,7.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Parbhani APMC,2197.61,1738.54,230.0,144.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Partur APMC,2296.16,2096.5,44.0,54.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pathardi APMC,1936.84,1952.0,19.0,25.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pathari APMC,2231.18,2256.75,33.0,16.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Patur APMC,1941.1,1864.43,97.0,30.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Phaltan APMC,2400.0,2299.45,16.0,157.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pulgaon APMC,2141.67,2159.21,350.0,38.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Pune APMC,4075.22,4059.08,1243.0,1016.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Purna APMC,2600.0,2408.130398130268,2.0,-2.008094660671952,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Rahata APMC,2158.25,2043.26,146.0,68.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Rahuri APMC,2282.61,2025.0,23.0,2.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Rahuri(Vambori) APMC,2278.18,2078.22,49.0,27.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ramtek APMC,1999.08,1995.24,924.0,2911.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Raver APMC,2134.44,2112.53,94.0,103.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sangamner APMC,2231.08,2185.85,12.0,20.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sangli APMC,3059.84,2858.83,706.0,1090.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sangrampur(Varvatbakal) APMC,2205.9557620349033,2139.1115061147043,94.625201870128,85.37111647077812,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Satana APMC,2233.58,2140.42,132.0,50.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Savner APMC,2009.62,1976.17,262.0,120.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Selu APMC,2196.25,2307.29,8.0,7.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shahada APMC,2184.64,2174.79,1388.0,395.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shegaon APMC,2224.49,1943.27,49.0,26.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shevgaon APMC,2318.73,2279.13,94.0,103.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shevgaon(Bodhegaon) APMC,2258.06,2081.62,31.0,34.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shirpur APMC,2210.0,2197.41,964.0,1531.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shirur APMC,2170.0,1742.86,10.0,14.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shrigonda APMC,2287.1,2234.17,62.0,84.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shrigonda(Gogargaon) APMC,2223.08,2005.79,13.0,76.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shrirampur APMC,2125.0,2134.56,42.0,34.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Shrirampur(Belapur) APMC,1850.0,1785.71,10.0,7.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sillod APMC,2106.39,2090.31,790.0,1001.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sillod(Bharadi) APMC,2103.41,2089.36,66.0,47.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sindi APMC,1961.2,1975.33,50.0,15.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sindi(Selu) APMC,2099.09,2139.63,913.0,511.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sinner APMC,2282.22,2194.75,9.0,80.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Solapur APMC,2756.86,2728.81,3476.0,3117.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Sonpeth APMC,2555.5,2402.4498068223984,2.0,-2.724313537204608,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Tadkalas APMC,1803.06,1847.5,17.0,20.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Taloda APMC,2290.37,2282.74,603.0,171.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Tasgaon APMC,2107.07,2109.74,41.0,39.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Telhara APMC,1923.8120243912704,1847.47,102.73846765755997,97.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Tuljapur APMC,2425.0,2134.15,12.0,41.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Tumsar APMC,2016.66,2018.67,1027.0,603.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
Maharashtra,Wheat,2022,April,Ulhasnagar APMC,2666.79,2510.53,548.0,655.0,16,101,210,314.01,1105.54,3521.0,2015.0,27.477992724296993
